Left_1,Left_2,Left_3,Left_4,Left_5,Left_6,Left_7,Left_8,Left_9,Left_10,Left_11,Left_12,Left_13,Left_14,Left_15,Right_1,Right_2,Right_3,Right_4,Right_5,Right_6,Right_7,Right_8,Right_9,Right_10,Right_11,Right_12,Right_13,Right_14,Right_15
77,237,397,558,719,879,1044,1202,1366,1524,1686,1848,2011,2170,2334,21,153,313,476,635,798,957,1119,1281,1442,1603,1763,1927,2088,2250
